rule_id,contract_clause_id,retrieved_sentence,retrieval_score
R15,R15_n0,main_5.1.2: The Data Processor’s employees shall be subject to an obligation of confidentiality that ensures that the employees shall treat all the Personal Data under this Data Processor Agreement with strict confidentiality.,
R16,R16_n0,"main_5.2.1: The Data Processor shall implement the appropriate technical and organizational measures as set out in this Agreement and in the Applicable Law, including in accordance with GDPR, article 32.",
R17,R17_n0,"main_5.6.1: If the Data Controller receives a request from a data subject for the exercise of the data subject’s rights under the Applicable Law and the correct and legitimate reply to such a request necessitates the Data Processor’s assistance, the Data Processor shall assist the Data Controller by providing the necessary information and documentation. The Data Processor shall be given reasonable time to assist the Data Controller with such requests in accordance with the Applicable Law.",
R18,R18_n0,"main_5.2.1: The Data Processor shall implement the appropriate technical and organizational measures as set out in this Agreement and in the Applicable Law, including in accordance with GDPR, article 32.",
R19,R19_n0,"main_5.5.1: If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",
R20,R20_n0,"main_5.7.1: The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",
R21,R21_n0,"main_5.7.1: The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",
R22,R22_n0,"main_5.5.1: If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",
R23,R23_n0,"main_10.3: At the termination of this Data Processor Agreement, the Data Processor and its Sub- Processors shall return the Personal Data processed under this Data Processor Agreement to the Data Controller, provided that the Data Controller is not already in possession of the Personal Data. The Data Processor is hereafter obliged to delete all the Personal Data and provide documentation for such deletion to the Data Controller.",
R24,R24_n0,main_4.3: The Data Processor shall give notice without undue delay if the Data Processor considers the at the time being Instruction to be in conflict with the Applicable Law.,
R25,R25_n0,main_5.8.1_main: The Data Processor shall after the Data Controller’s written request hereof provide documentation substantiating that:,
R25,R25_n1,main_5.8.1_i: the Data Processor complies with its obligations under this Data Processor Agreement and the Instruction; and,
R25,R25_n2,main_5.8.1_ii: the Data Processor complies with the Applicable Law in respect of the processing of the Data Controller’s Personal Data.,
R26,R26_n0,main_5.8.1_main: The Data Processor shall after the Data Controller’s written request hereof provide documentation substantiating that:,
R26,R26_n1,main_5.8.1_i: the Data Processor complies with its obligations under this Data Processor Agreement and the Instruction; and,
R26,R26_n2,main_5.8.1_ii: the Data Processor complies with the Applicable Law in respect of the processing of the Data Controller’s Personal Data.,
R27,R27_n0,"main_6.2: The Data Processor shall conclude a written sub-processor agreement with any Sub-Processors. Such an agreement shall at minimum provide the same data protection obligations as the ones applicable to the Data Processor, including the obligations under this Data Processor Agreement. The Data Processor shall on an ongoing basis monitor and control its Sub- Processors’ compliance with the Applicable Law. Documentation of such monitoring and control shall be provided to the Data Controller if so requested in writing.",
R28,R28_n0,main_6.3: The Data Processor is accountable to the Data Controller for any Sub-Processor in the same way as for its own actions and omissions.,
R30,R30_n0,main_5.9.1: The Personal Data is only processed by the Data Processor at the Data Processor’s address. The Data Processor does not transfer the Personal Data to third countries or international organizations.,
R32,R32_n0,"main_5.2.1: The Data Processor shall implement the appropriate technical and organizational measures as set out in this Agreement and in the Applicable Law, including in accordance with GDPR, article 32.",
R33,R33_n0,main_5.4: The Data Processor shall also ensure that the Data Processor’s employees working processing the Personal Data only processes the Personal Data in accordance with the Instruction.,
R34,R34_n0,"main_5.7.1: The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",
R36,R36_n0,"main_6.1_main: The Data Processor is given general authorization to engage third-parties to process the Personal Data (“Sub-Processors”) without obtaining any further written, specific authorization from the Data Controller, provided that the Data Processor notifies the Data Controller in writing about the identity of a potential Sub-Processor (and its processors, if any) before any agreements are made with the relevant Sub-Processors and before the relevant Sub-Processor processes any of the Personal Data. If the Data Controller wish to object to the relevant Sub- Processor, the Data Controller shall give notice hereof in writing within seven",
R37,R37_n0,"main_7.2_main: The Data Processor is also entitled to remuneration for any time and material used to adapt and change the processing activities in order to comply with any changes to the Data Controller’s Instruction, including implementation costs and additional costs required to deliver the Main Services due to the change in the Instruction. The Data Processor is exempted from liability for non-performance with the Main Agreement if the performance of the obligations under the Main Agreement would be in conflict with any changed Instruction or if contractual delivery in accordance with the changed Instruction is impossible. This could for instance be the case;",
R38,R38_n0,main_10.1: The Data Processor’s authorization to process Personal Data on behalf of the Data Controller shall be annulled at the termination of this Data Processor Agreement.,
R39,R39_n0,"main_5.7.1: The Data Processor shall give immediate notice to the Data Controller if a breach of the data security occurs, that can lead to the accidental or unlawful destruction, loss, alteration, unauthorized disclosure of or access to, personal data transmitted, stored or otherwise processed re the Personal Data processed on behalf of the Data Controller (a “Personal Data Breach”).",
R40,R40_n0,main_5.7.2_main: The Data Processor shall have and maintain a register of all Personal Data Breaches.,
R41,R41_n0,main_5.7.2_ii: A description of the likely as well as actually occurred consequences of the Personal Data Breach.,
R42,R42_n0,"main_5.5.1: If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",
R43,R43_n0,"main_5.5.1: If the Data Processor’s assistance is necessary and relevant, the Data Processor shall assist the Data Controller in preparing data protection impact assessments in accordance with GDPR, article 35, along with any prior consultation in accordance with GDPR, article 36.",
R46,R46_n0,main_8.1: The Main Agreement’s regulation of breach of contract and the consequences hereof shall apply equally to this Data Processor Agreement as if this Data Processor Agreement is an integrated part hereof.,
