rule_id,contract_clause_id,retrieved_sentence,retrieval_score
R12,5.2,"to Process Personal Data only in accordance with the instructions from the Controller, cf. clause 2 of this Agreement, including with regard to transfers of Personal Data to a Third Country or an international organisation, unless required to do so by Union or Member State law to which the Processor is subject; in such a case, the Processor shall inform the Controller of that legal requirement before Processing, unless that law prohibits such information on important grounds of public interest;",
R17,5.3,"where necessary and taking into account the nature of the Processing, to assist the Controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the Controller's obligation by law to respond to requests for exercising the Data Subjects’ rights laid down in chapter III of the GDPR;",
R22,5.4,"where necessary and taking into account the nature of the Processing, to assist the Controller in its compliance with an obligation to carry out a data protection impact assessment (“DPIA”) and prior consulting of supervisory authorities where required, cf. articles 35 and 36 of the GDPR;",
R25,5.5,to provide Controller upon request and within reasonable time the information necessary to demonstrate compliance with the obligations laid down in this clause 5;,
R26,5.7,"to allow for and contribute during normal business hours to reasonably necessary audits including inspections, conducted by an external qualified auditor mandated by the Controller, solely for the purpose of fulfilment of the Controller's obligations laid down in Article 28 of the GDPR and for accurately stipulated research questions in this connection provided that such external qualified auditor is subject to and bound by confidentiality obligations as stipulated in clause 12 of this Agreement;",
R25,5.8,"to once a year make an audit report available on the Processor’s website with information indicating that the Processor complies with the Agreement. The report shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar;",
R34,5.9,to notify Controller in the event of a Personal Data Breach as set out in clause 6 of this Agreement;,
R34,6.1,Processor will notify the Controller without undue delay after becoming aware of a Personal Data Breach.,
R8,6.2_main,The aforementioned notification shall describe the nature of the Personal Data Breach including where possible:,
R8,6.2_i,the (estimated) time of the Personal Data Breach;,
R8,6.2_ii,the likely consequences of the Personal Data Breach;,
R8,6.2_iii,reasonable measures taken or proposed by the Processor to mitigate the consequences of the Personal Data Breach.,
R2,7.1_i,the name and contact details of the Processor and any Sub-processors and where applicable their respective representatives and/or data protection officer;,
R1,7.1_ii,name and contact details of the Controller;,
R7,7.1_v,a general description of the technical and organisational security measures as referred to in Appendix 2 and subsequent amendments thereto.,
R25,7.2,The Processor shall make the records available to the Controller and the supervisory authority on request. 8. Costs for assistance and audits,
R23,9.1,"Processor will give Controller access to system functionality in order for the Controller to delete and/or return (i.e. export) any and all of Controller’s data including the Personal Data during the Agreement. Upon expiry of the Agreement the Processor will delete all of Controller’s data including the Personal Data, unless EU or national Member State law requires storage of the Personal Data.",
R23,9.2,"The process and timeframes for deletion of Controller’s data including the Personal Data is described in Appendix 4, which forms an integral part of the Agreement.",
R23,9.3,If Controller requests the Processor’s assistance to delete and/or return (i.e. export) the Controller’s data including the Personal Data during and upon the expiry of the Agreement such assistance shall be rendered by Processor at Controller’s expense and is charged under the conditions set out in Appendix 4. 10. Sub-processing,
R10,10.1_main,"The Processor shall not engage a Sub-processor, unless this is approved by the Controller by",
R10,10.1_i,a general or specific authorisation according to Appendix 5 to this Agreement or,
R10,10.1_ii,specific instruction from the Controller.,
R27,10.2,"In the event that Processor engages Sub-processors for carrying out Processing activities on behalf of the Controller in accordance with Appendix 5, the same data protection obligations as set out in this Agreement shall be imposed on that Sub-processor by way of a contract or other legal act under EU or national Member State law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the Processing will meet the requirements of this Agreement.",
R11,10.3,"In the case of general written authorisation, the Processor shall inform the Controller of any intended changes concerning the addition or replacement of Sub-processors, thereby giving the Controller the opportunity to object to such changes. However, the Controller cannot object to any intended changes concerning the addition or replacement of Sub-processors, if the new Sub-processor provides sufficient guarantees with respect to implementation of appropriate technical and organizational measures in such a manner that the Processing will meet the requirements of the GDPR as outlined in this Agreement. If the Controller does not object to changes concerning the addition or replacement of Sub-processors within 30 days from the Processor’s notification of the intended changes, such changes shall be deemed to be accepted by the Controller.",
R28,10.4,Processor shall remain liable to the Controller for the performance of its Sub- processor's obligations.,
R25,10.5,"If the Controller requests the Processor to document its Sub-Processor’s compliance with the obligations laid down in Article 28 of the GDPR the Processor shall be entitled to fulfil this obligation by referring Controller to the relevant audit reports or similar documentation made available by the respective Sub-Processors with information indicating that the Sub-Processor in question complies with the GDPR, provided that such audit report(s) or similar documentation shall be based on applicable, acknowledged audit standards, e.g. ISAE 3000 or 3402, ISO 27001 or similar standards. Any additional audit reporting or additional other similar documentation requested by the Controller will be at the Controller’s cost and expenses and is charged under the conditions set out in Appendix 3. 11. Change of instructions",
R38,11.2,"The Processor shall use reasonable endeavours to comply with any legislative changes. However, the Processor shall not be obligated to implement any change of the instructions if the Parties cannot in good faith agree to reasonable terms for the implementation. If the Parties fail to agree in good faith to reasonable terms regarding change of the instructions each Party shall be entitled to terminate this Agreement with a written notice of 60 days, provided that such changes are deemed necessary to comply with the GDPR or other applicable EU or national data protection laws and regulation. The Main Agreement and any other agreement between the Parties involving Processing of Personal Data shall automatically terminate at the same time.",
R38,11.3_ii__2,"the Controller explicitly states that the changes are to apply before implementation is possible, or",
R15,12.1,"Neither Party is permitted to disclose any confidential information. This information includes, but is not limited to Personal Data, documents marked ""confidential"", information of which the confidential nature must be assumed and information that has not been made publicly available by any Party.",
R15,12.2,"A Party may only disclose confidential information when obliged by applicable law or unless otherwise agreed upon, signed in writing.",
R15,12.3,Processor ensures that persons authorised to process the Personal Data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.,
R33,12.4,"The Processor must ensure that the persons performing work for the Processor and who have access to Personal Data, only process such Personal Data as instructed by the Controller, unless processing is required under applicable EU law or national legislation. 13. Liability",
R3,14.3,"This Agreement forms an integral part of the Main Agreement, and consequently terminates simultaneously with the termination of the Main Agreement.",
R38,14.4,"A Party may terminate the Main Agreement in the event of the other Party’s material breach of this Agreement. Where such breach is capable of being remedied, a Party may only terminate the Main Agreement if the breaching Party has not remedied such breach within 30 days after giving written notice of such breach and the consequences of failure to remedy the breach.",
R3,14.5,"Notwithstanding termination of this Agreement according to this clause 14, the Agreement shall be force for as long as the Processor Processes Personal Data on behalf of the Controller for example in respect of the deletion processes described in Appendix 4. 15. Governing Law and amendments",
R4,1.1__2,"Depending on the scope and nature of the Main Agreement, the activities to be performed by the Processor under this Agreement relevant to the Processing of Personal Data may include the following:",
R4,1.1.1,Provision of various online data processing Services including among others a survey and reporting tool via software solutions and platform made available from Processor.com.,
R4,1.1.2,Hosting of Personal Data.,
R4,1.1.3,Provision of various consultancy Services,
R4,1.1.4,Provision of support and/or education Services.,
R30,1.2__2,"As part of the Main Agreement the Controller may also choose to use third party integration services and/or applications made available by the Processor on Processor.com in cooperation with the third party providers of such integration services and applications. If the Controller uses such third party integration services and/or applications it hereby authorises the Processor to: i) provide, transmit or transfer the data, including Personal Data, of the Controller to the third party provider of the relevant integration service and/or application, provided and only to the extent this is necessary for the performance and use by Controller of the said integration services and/or applications, and ii) Process data, including Personal Data, of the Controller that are transferred from the third party provider of the relevant integration service and/or application to the Controller’s Services with Processor.",
R6,2.1__2,"The Controller will import Personal Data to the Services for Processing by Processor that may concern any of the following categories of Data Subjects, including but not limited to:",
R6,2.1.1,"Controller’s employees, board members and officers",
R6,2.1.2,"Controller’s customers, clients and other business partners",
R6,2.1.3,Citizens of Controller,
R6,2.1.4,"Students, pupils and other users of public and private institutions",
R6,2.1.5,Children,
R6,2.1.6,Patients and relatives,
R6,2.1.7,Private users,
R6,2.1.8,Business Users,
R6,2.1.9,"Members of foundations, unions, associations and/or political originations 3. Categories of data",
R5,3.1__2,The Personal Data Processed may fall within any of the following categories of data.,
R5,3.2__2,"Non-sensitive data (cf. GDPR article 6) of any kind including but not limited to contact information such as name, address, phone and/or mobile, gender, age, date of birth, preferences, employment position, family status etc.",
R5,3.3__2,National identification number.,
R5,3.4__2,Sensitive data (cf. GDPR article 9)*.,
R7,3.5_main,"Data relating to criminal convictions and offences (cf. GDPR art. 10). *Sensitive data includes: data revealing racial or ethnic origin, political opinions, religious and/or philosophical beliefs, trade union membership, processing of genetic data or biometric data for the purpose of uniquely identifying a natural person, data concerning health and/or data concerning a natural person's sex life or sexual orientation Please note that for the processing of sensitive data, explicit consent of the Data Subject is required. Appendix 2 Security of Processing This Appendix forms part of the Agreement. 1. Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of Processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the Controller and the Processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate: (a) encryption of Personal Data when transmitted via public networks and in connection with remote access to Controller’s systems; (b) the ability to ensure the ongoing confidentiality, integrity, availability and resilience of Processing systems and Services;",
R7,3.5_c,the ability to restore the availability and access to Personal Data in a timely manner in the event of a physical or technical incident;,
R32,3.5_d,"a process for testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the Processing. 2. In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by Processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to Personal Data transmitted, stored or otherwise processed. 3. The Processor hosts the data, including Personal Data, of the Controller via Microsoft Cloud Azure. The online hosting Services are delivered from data centres solely situated within EU, in Ireland and the Netherlands. 4. Microsoft Azure platform provides the security measures as described on www.Processor.com. 5. Particular security measures to be taken out by the Processor under this Agreement are specified in detail on www.Processor.com (Processor's Security and Privacy Protection Policies). Appendix 3 Costs for assistance and audits This Appendix forms part of the Agreement. 1. In the event that Controller requires assistance from the Processor or any of the Processor’s Sub-processors pursuant to this Agreement, such assistance is charged as follows:",
R26,1.2__3_main,payment of reasonable costs and expenses incurred during the course of providing a task or otherwise as a necessary part of such task or other assistance. 2. All costs and expenses of audits or inspections required and conducted by the Controller or its representatives in respect of the Processor’s or the Processor’s Sub-processors’ compliance with article 28 of the GDPR shall be borne solely by Controller unless otherwise specifically follows from the Agreement. Appendix 4 Deletion of data This Appendix forms part of the Agreement. Data deletion The Processor operates with different timeframes of deletion of the Controller’s data depending on the circumstances. These are described below. I. The Controller deletes data during the term of the Agreement During the term of the Agreement the Controller can delete its data in three,
R3,1.2__3_3,"ways: 1. Delete respondents in a survey project. In this case, the data regarding respondents will be deleted after ten",
R3,1.2__3_10,"days. 2. Delete a whole survey project. In this case, it will take 90 days before the data are deleted. 3. Delete an organization. In this case, all data regarding the Controller's organization will be deleted after 110 days. In both 1, 2 and 3, backups of all data are in any case kept by the Processor for thirty",
R3,1.2__3_30__1,days after deletion. II. Deletion after the termination of the Account Upon termination of the account a grace period of twenty,
R3,1.2__3_20,"days will take effect. The grace period is provided, in case the Controller and Processor mutually agree to re-enter into/continue the Agreement. If not, the deletion process will automatically initiate after the expiry of the grace period. Hereafter Controller’s data will be automatically deleted after ninety",
R3,1.2__3_90,days. Backups of all data are in any case kept by the Processor for thirty,
R23,1.2__3_30__2,days after deletion. III. Deletion or export of data upon Controller’s request The Controller may at any time request the Processor’s assistance to perform deletion or export of data subject to separate payment for these services at an hourly rate of 150 Euro. Upon receipt of such written request the Processor will within a maximum of five,
R23,1.2__3_5,"working days, immediately delete or export all of Controller’s survey project data and delete Controller’s organization (if any). Backups of all data are in any case kept by the Processor for thirty",
R10,1.2__3_30__3,days after deletion. Notwithstanding the expiry of the Agreement the Processor's Processing of the Controller’s Personal Data during the deletion periods stipulated in the above clauses is to be regarded as taking place according to the Controller’s instructions. Appendix 5 Sub-processors This Appendix forms part of the Agreement. I. General Authorisation 1. The Controller hereby gives the Processor its prior general written authorisation to the Processor to use Sub-processors. A list of the Sub- Processors used by the Processor at the date of the Agreement is made available hereunder: 2. Microsoft Azure,
R27,2.1__3,The Processor has entered into an agreement with Microsoft Corporation whereby Microsoft is a Sub-processor to the Processor acting (on the Controller's behalf) to provide hosting services via the Microsoft Azure Cloud Platform. All of Controller's data including Personal Data are hosted on the Microsoft Azure Cloud Platform in Ireland and the Netherlands. The hosting services do not take place in countries outside EU.,
R3,2.2__2_60,days. 3. Other Sub-processors,
R10,3.1__3,"If the Controller and the Processor has entered into a Consultancy Agreement as part of the Main Agreement, the Processor may engage Sub- processors for the provision of the consultancy Services to the Controller.",
R11,3.2__3,If the Processor uses one or more Sub-processors for the provision of consultancy Services this is regulated in detail in the Main Agreement (Consultancy Agreement). The Processor will notify the Controller in accordance with clause 10.3 of the Agreement if changes in the Sub- processors applied for the provision of the consultancy Services are made.,
